word,part_of_speech,category,meaning,question_id
average,"ADJ, NOUN",technical term,Statistical Measure,12383
ratio,NOUN,technical term,Proportion or Comparison,12383
temperature,NOUN,technical term,Heat Intensity,12383
then,ADV,,Sequence Indicator,12383
town,NOUN,organization name,Community Location,12383
Joe,PROPN,PERSON,A person's name,36718
ceiling,NOUN,TECHNICAL TERM,The upper surface of a room,36718
constant,ADJ,TECHNICAL TERM,Remaining at a steady level or rate,36718
dimension,NOUN,TECHNICAL TERM,A measurable extent of something,36718
give,VERB,ACTION,To provide or present something,36718
dimensions,NOUN,Technical Term,"Measurements of length, width, and height",36718
c,VARIABLE,Variable,Another dimension,36718
meter,NOUN,technical term,Unit of measurement,36718
paint,VERB,,To apply color to a surface,36718
rate,NOUN,technical term,Speed or pace of work ,36718
rectangular,ADJ,,Having four right angles,36718
room,NOUN,technical term ,An enclosed space within a building,36718
take,VERB,,To require a certain amount of time,36718
then,ADV,,At that time or subsequently,36718
volume,NOUN,technical term,Amount of space occupied by a three-dimensional object,36718
wall,NOUN,technical term,A vertical structural element that encloses an area,36718
work,VERB,,To engage in physical or mental labor,36718
value,NOUN,technical term,variable representing an equation result,69327
average,NOUN,technical term,Mathematical concept representing the central value of a set of numbers,49968
8)%,SYM,organization name,Percentage,71969
able,ADJ,technical term,Capable,71969
bacteria,NOUN,technical term,"Microscopic, single-celled organisms belonging to the kingdom Bacteria.",71969
bacterial,ADJ,technical term,Relating to bacteria or their processes.,71969
body,NOUN,organization name,Human Anatomy,71969
budget,NOUN,organization name,Financial resources allocated to a project or activity.,71969
certain,ADJ,technical term,Determined or specific,71969
computer,NOUN,individual name,Electronic device for processing information.,71969
create,VERB,technical term,Bring into existence,71969
cut,NOUN,organization name,Reduction in amount or size.,71969
find,VERB,Technical Term,to discover or locate through research,71969
group,NOUN,Organization Name,a collection of individuals working together toward a common goal,71969
human,ADJ,Technical Term,relating to humans or humankind,71969
inhabit,VERB,Technical Term,to reside in or occupy a particular place,71969
know,VERB,Technical Term,to have knowledge or understanding of something,71969
list,NOUN,Organization Name,a ranked collection of items,71969
many,ADJ,Technical Term,a large or significant number,71969
model,"NOUN, VERB",Technical Term,a representation or simplified version of something complex,71969
plan,VERB,Technical Term,to devise a scheme or outline for a future action,71969
reduce,VERB,Technical Term,to make smaller or less in amount,71969
research,NOUN,organization name,Academic Investigation,71969
selection,NOUN,technical term,Chosen subset of items,71969
specie,NOUN,technical term,Type of organism,71969
term,NOUN,technical term,Defined concept within a field,71969
x%,NOUN,NORP,Percentage value,71969
as,ADV,  ,Used to introduce a comparison or state something figuratively,13250
many,ADJ, ,A large amount or number of,13250
next,ADV, ,Immediately following in time or order,13250
other,ADJ, ,Different from those already mentioned,13250
people,NOUN,Individual Name,"Humans beings, individuals",13250
row,NOUN, ,A line of things arranged one behind the other,13250
seat,VERB,  ,To place oneself or be placed in a seat,13250
such,ADJ, ,"Of that kind, similar to what has been mentioned",13250
way,NOUN,Organization Name,A method or manner of doing something,13250
well,ADV, ,In a good manner or to a high degree,13250
value,NOUN,technical term,mathematical expression,3450
begin,VERB,Technical Term,"Start, Commence",15858
camping,NOUN,Activity,Outdoor Recreation,15858
Probability,NOUN,Mathematical Concept,"Chance, Likelihood",15858
home,ADV,Location,Residence,15858
morning,NOUN,Time Unit,Part of Day,15858
rain,NOUN,technical term,Weather phenomenon,15858
John,PROPN,Individual Name,Person,15858
Malachi,PROPN,Individual Name,Person,15858
following,ADJ,,,15858
return,VERB,,,15858
vacation,NOUN,Technical Term,A period of time dedicated to leisure and travel.,15858
be,VERB,technical term,Existence state,56794
become,VERB,technical term,Transformation,56794
can,NOUN,organization name,Container,56794
capacity,NOUN,technical term,Measurement,56794
fill,VERB,technical term,Complete,56794
find,VERB,technical term,Discover,56794
full,ADJ,technical term,Completeness,56794
litre,NOUN,technical term,Measurement unit,56794
milk,NOUN,technical term,Liquid,56794
mixture,NOUN,technical term,Combination,56794
ratio,NOUN,technical term,Proportion,56794
water,NOUN,technical term,Liquid,56794
advanced,ADJ,technical term,high level of education or skill,14968
college,NOUN,organization name,educational institution,14968
company,NOUN,organization name,business entity,14968
degree,NOUN,technical term,level of academic achievement,14968
employee,NOUN,individual name,member of a workforce,14968
female,NOUN,individual name,sex at birth classification,14968
have,VERB,,possession or experience,14968
male,NOUN,individual name,sex at birth classification,14968
many,ADJ,,a large amount or number,14968
only,ADV,,exclusive possession or application,14968
rest,NOUN,technical term,Group of people without advanced degrees,14968
total,NOUN,technical term,Combined number of employees,14968
age,NOUN,Technical Term,A measure of time elapsed since birth or another significant event.,96669
as,ADV,,In the manner of; similar to,96669
old,ADJ,Technical Term,Advanced in years; not young.,96669
term,NOUN,Technical Term,A word or phrase with a specific meaning in a particular context or field.,96669
time,NOUN,Technical Term,"The indefinite continued progress of existence and events in the past, present, and future considered as a whole",96669
R,PROPN,Variable,Unknown Value,96669
Diesel,PROPN,ORG,Fuel type,36071
cost,"VERB, NOUN",,Financial expenditure,36071
diesel,NOUN,ORG,Fuel type,36071
light,VERB,,To illuminate,36071
litre,NOUN,,Unit of volume,36071
month,NOUN,,Time period,36071
more,ADJ,,Greater quantity or amount,36071
petrol,NOUN,ORG,Fuel type,36071
price,NOUN,,Value of something,36071
rise,NOUN,,Increase in value or amount,36071
rs.4per,NOUN,Organization Name,"Company, Selling",36071
take,VERB,,,36071
unchanged,ADJ,,,36071
coordinate,NOUN,technical term,Mathematics,94035
enclose,VERB,technical term,Graphical representation,94035
parabola,NOUN,technical term,Mathematical curve,94035
region,NOUN,,Area on a graph,94035
point,NOUN,general concept,Specific location,94035
plane,NOUN,technical term,geometry,94035
I,PRON,organization name,Referring to the first option,94035
III,PRON,organization name,Referring to the third option,94035
be,VERB,Technical Term,Mathematical State,94035
follow,VERB,Organization Name,Adhere to Instructions,94035
Rs.390,PROPN,organization name,Financial amount,78610
discount,NOUN,technical term,Reduction in price,78610
list,VERB,,To present a document or set of items,78610
price,NOUN,technical term,Cost of an item,78610
sale,NOUN,technical term,Promotional event with reduced prices,78610
saree,NOUN,,Traditional garment,78610
successive,ADJ,,Following one after another in order,78610
arrive,VERB,Technical Term,Supplementation,40410
find,VERB,,Discovery,40410
garrison,NOUN,Organization Name,Military Unit,40410
have,VERB,,Possession,40410
last,VERB,,Duration,40410
man,NOUN,Individual Name,Soldier,40410
more,ADJ,,Quantity,40410
now,ADV,,Present Time,40410
only,ADV,,Exclusivity,40410
provision,NOUN,Technical Term,Supplies,40410
reinforcement,NOUN,technical term,Additional support or troops added to an existing force.,40410
no,NOUN,technical term,Number of,2370
nonofficer,NOUN,organizational name,Employee not holding an officer position,2370
employee,NOUN,organizational name,A worker for a company or organization,2370
no.of,NOUN,organization name,Number of employees,2370
non,ADJ,individual name,Employees who are not officers,2370
average,ADJ,technical term,Typical or mean salary value,2370
avg,ADJ,technical term,Short for average salary,2370
month,NOUN,technical term,Time period for salary calculation,2370
find,VERB,,,2370
office,NOUN,organization name,Work environment,2370
officer,NOUN,individual name,Person with authority in an organization,2370
rs 110,ADP,technical term,Salary of non-officers,2370
rs.120,NOUN,technical term,Average salary of employees in the office,2370
salary,NOUN,technical term,Compensation for work,2370
average,NOUN,Technical Term,Performance measurement in sports,44277
certain,ADJ,None,Specific or definite,44277
cricketer,NOUN,Technical Term,A person who plays cricket,44277
have,VERB,None,Possess or own,44277
increase,VERB,Technical Term,Grow larger or higher in value,44277
inning,NOUN,Technical Term,A period of play in a cricket match,44277
new,ADJ,None,"Recently made, introduced or formed",44277
run,NOUN,Technical Term,A scored point in cricket,44277
score,VERB,None,Gain a particular amount of points or achieve success,44277
thereby,ADV,None,"Consequently, by this means",44277
Paul,PROPN,Individual Name,A person,46007
Peter,PROPN,Individual Name,A person,46007
age,NOUN,Technical Term,measurement of time passed,46007
be,VERB,,Exist,46007
friend,NOUN,,A person with whom one has a bond of mutual affection.,46007
now,ADV,,Currently,46007
old,ADJ,Technical Term,Advanced in years,46007
peter,PROPN,Individual Name,A person,46007
present,ADJ,,Existing now or currently,46007
as,ADV,,,46007
sum,NOUN,technical term,Addition,46007
twice,ADV,technical term,Double the value of something,46007
adjacent,ADJ,technical term,Position/Relationship,84482
color,NOUN,technical term,Visual Attribute,84482
different,ADJ,technical term,Dissimilar,84482
face,NOUN,technical term,Part of Shape,84482
grey,PROPN,individual name,Color Shade,84482
many,ADJ,technical term,Quantity,84482
mark,VERB,technical term,Label/Indicate,84482
paint,VERB,technical term,Cover/Decorate with Color,84482
purple,NOUN,color,Color Shade,84482
side,NOUN,technical term,Portion of Shape,84482
triangle,NOUN,technical term,Geometric Shape,84482
violet,NOUN,color,Purple hue,84482
way,NOUN,,Method,84482
use,VERB,,,84482
CAT,PROPN,ORG,Company,57035
add,VERB,technical term,Perform mathematical summation,57035
alphabet,NOUN,technical term,Set of letters,57035
equal,ADJ,technical term,Possess the same value,57035
have,VERB,technical term,Exhibit a characteristic or property,57035
length,NOUN,technical term,Measure of size,57035
letter,NOUN,technical term,Symbol representing a sound,57035
multiply,VERB,technical term,Perform mathematical product,57035
number,NOUN,TECHNICAL TERM,Quantifiable entity,57035
obtain,VERB,technical term,Acquire possession of,57035
place,NOUN,technical term,position or location in a system or structure,57035
sum,NOUN,technical term,the result of adding numbers together,57035
thus,ADV,technical term,"therefore, as a consequence",57035
value,NOUN,technical term,"importance, worth, or numerical representation",57035
word,NOUN,technical term,unit of language consisting of one or more spoken sounds or written letters.,57035
then,ADV,,,57035
change,NOUN,technical term,Alteration in volume or shape,78816
cylinder,NOUN,technical term,Geometric object with circular base and straight sides,78816
height,NOUN,technical term,Dimension from base to top of a shape,78816
radius,NOUN,technical term,Distance from center to edge of a circle,78816
reshape,VERB,technical term,Alter the shape of something,78816
result,NOUN,technical term,Outcome or consequence,78816
volume,NOUN,technical term,Amount of space a three-dimensional shape occupies,78816
follow,VERB,,,78816
great,ADJ,,,78816
add,VERB,technical term,Mathematical Operation to Combine Values,29338
age,"VERB, NOUN",technical term,Measure of Time Elapsed Since an Event,29338
average,ADJ,technical term,Central Tendency Measure for Data Sets,29338
decrease,VERB,technical term,Reduction in Quantity or Degree Over Time,29338
group,NOUN,organization name,Collection of Individuals with Shared Characteristics,29338
increase,NOUN,technical term,Rise in Quantity or Degree Over Time,29338
instead,ADV,technical term,Alternative to a Previous Option,29338
people,NOUN,individual name,Human Beings,29338
person,NOUN,individual name,Single Human Being,29338
value,NOUN,technical term,Assigned Importance or Worth,29338
3600,NUM,MONEY,Amount of money.,83902
@25,ADJ,Technical Term,Interest Rate Percentage.,83902
compound,ADJ,Technical Term,Type of financial calculation,83902
difference,NOUN,Technical Term,Calculated result of a subtraction.,83902
interest,NOUN,Technical Term,Financial gain earned over time.,83902
simple,ADJ,Technical Term,Type of financial calculation,83902
sum,NOUN,MONEY,Total amount.,83902
answer,NOUN,technical term,A response to a question,73290
award,VERB,general,To give something as a prize or recognition,73290
be,VERB,general,To exist or to have a particular state,73290
correct,ADJ,technical term,Accurate or right,73290
deduct,VERB,general,To subtract or take away,73290
many,ADJ,general,A large amount,73290
question,NOUN,technical term,An inquiry or problem requiring an answer,73290
score,NOUN,technical term,A numerical representation of the success of a task,73290
sukanya,NOUN,individual name,The person who took the test mentioned in Text2,73290
total,NOUN,general,The sum or complete amount,73290
wrong,ADJ,Technical Term,Scoring system,73290
Rs,PROPN,"NORP, ORG",Currency,93107
income,NOUN,,Financial gain,93107
investment,NOUN,,Capital committed for financial return,93107
make,VERB,,Generate or achieve,93107
obtain,VERB,,Acquire or procure,93107
order,NOUN,,Arrangement or sequence,93107
stock,NOUN,,Ownership share in a company,93107
Joey,PROPN,Individual Name,Student,49178
age,NOUN,Technical Term,A numerical representation of a person's years since birth.,49178
determine,VERB,,To establish or ascertain,49178
equal,VERB,,To be the same as,49178
following,ADJ,,Subsequent or coming after something else,49178
grade,NOUN,Technical Term,A measure of academic performance,49178
method,NOUN,Technical Term,A systematic approach to achieving a desired outcome,49178
on,ADV,,in relation to,49178
psychology,NOUN,Technical Term,The scientific study of the mind and behavior,49178
school,NOUN,Organization Name,An institution of learning,49178
student,NOUN,individual name,A person enrolled in a school.,49178
then,ADV,technical term,Indicates a subsequent point or event in time.,49178
come,VERB,null,null,88018
follow,VERB,null,null,88018
mark,NOUN,null,Process of assigning,88018
number,NOUN,Technical Term,Quantified Value,88018
place,NOUN,null,null,88018
question,NOUN,Organization Name. ,Doubt or Inquiry,88018
series,NOUN,Technical Term,Ordered Set of Items,88018
Claire,PROPN,Individual Name,Person,11163
Lisa,PROPN,Individual Name,Person,11163
Robert,PROPN,Individual Name,Person,11163
as,ADV, ,Comparitive Relation,11163
many,ADJ,,Quantity,11163
more,ADJ,,Quantity,11163
number,NOUN,Technical Term,Quantity,11163
photo,NOUN,,Image Capture,11163
same,ADJ,,Equality,11163
school,NOUN,Organization Name,Education Institution,11163
take,VERB,action,Capture or record something.,11163
time,NOUN,concept,"Duration, period, epoch.",11163
trip,NOUN,activity,"Journey, excursion.",11163
give,VERB,Technical Term,Medical Procedure,85741
minute,NOUN,Technical Term,Unit of Time,85741
pill,NOUN,Technical Term,Medication,85741
require,VERB,Technical Term,Medical Necessity,85741
take,VERB,Technical Term,Medication Administration,85741
long,ADV,None,,85741
patient,NOUN,Individual Name,,85741
run,VERB,None,,85741
CANNOT,VERB,Technical Term,Possibility,14727
II,PROPN,Individual Name,Option Two,14727
III,PROPN,Individual Name,Option Three,14727
consecutive,ADJ,Technical Term,Following in a series,14727
follow,VERB,Technical Term,To be part of a sequence,14727
i.,NOUN,Organization Name,Option One,14727
integer,NOUN,Technical Term,Whole number,14727
large,ADJ,Technical Term,Size or amount,14727
negative,ADJ,Technical Term,Valoration less than zero,14727
positive,ADJ,Technical Term,Valoration greater than zero,14727
product,NOUN,technical term,Mathematical result of multiplication,14727
sum,NOUN,technical term,Total obtained from addition,14727
true,ADJ,technical term,Correct or accurate,14727
small,ADJ,Technical Term,Describes a physical quantity or characteristic relating to size relative to some scale or standard.,14727
certain,ADJ,technical term,describing a quality or feature that is specific and definite,69576
follow,VERB, ,to adhere to or comply with something,69576
point,NOUN,technical term,a specific location in space,69576
quadrant,NOUN,technical term,one of the four sections of a plane divided by two perpendicular lines,69576
same,ADJ, ,identical or alike in some way,69576
square,NOUN,technical term,a geometric shape with four equal sides and four right angles,69576
vertex,NOUN,technical term,a corner or angle of a polygon,69576
Taylor,PROPN,Individual Name,Person attending carnival,36939
attempt,VERB,,Action of trying to shoot a basket,36939
basket,NOUN,,Target in basketball game,36939
basketball,NOUN,,Type of ball used in the game,36939
carnival,NOUN,,"Event with games and activities, including basketball shooting",36939
exactly,ADV,,Specific number of baskets,36939
hoop,NOUN,,Target for shooting the basketball,36939
hope,VERB,,Desired outcome of successfully shooting baskets,36939
bear,PROPN,Individual Name,Toy,36939
go,VERB,General Action,Travel to a location,36939
Probability,NOUN,Technical Term,"Chance, Likelihood in a situation",36939
make,VERB,Action Verb,"Achieve desired outcome, Succeed",36939
shoot,VERB,Action Verb,Attempt a throw with purpose,36939
win,VERB,Action Verb,"Achieve victory, Succeed in competition",36939
year,NOUN,Unit of time,Period of 365 days,36939
same,ADJ,organization name,Carnival,36939
small,ADJ,technical term,Basketball hoop,36939
tall,ADJ,technical term,Teddy bear,36939
teddy,PROPN,individual name,Prize,36939
try,NOUN,technical term,Attempt a basketball shot,36939
car,NOUN,technical term,vehicle,77707
hr,NOUN,technical term,hour,77707
meter,NOUN,technical term,unit of measurement,77707
move,NOUN,technical term,change in position,77707
second,ADV,technical term,unit of time,77707
speed,NOUN,technical term,rate of motion,77707
average,ADJ,technical term,Calculating average value,30284
expenditure,NOUN,,Cost or amount spent,30284
go,VERB,,To travel or move,30284
hotel,NOUN,organization name,Place of accommodation,30284
meal,NOUN,,Food consumed in one sitting,30284
money,NOUN,,Currency used for transactions,30284
more,ADJ,,A larger amount or degree,30284
person,NOUN,individual name,Human being,30284
r 12,NOUN,PRODUCT,Product identifier 'R 12',30284
spend,VERB,,To use or expend money,30284
total,ADJ,Technical Term,Summation of various values,30284
take,VERB,Action,To consume or receive,30284
double,VERB,technical term,to increase by a factor of two,72282
enter,VERB,technical term,to join or come into a given space,72282
leave,VERB,technical term,to depart from a given space,72282
man,NOUN,individual name,male human being,72282
be,VERB,Technical Term,Exist,72282
currently,ADV,Other,At the present time,72282
initially,ADV,Other,At the beginning,72282
many,ADJ,Other,A large amount,72282
now,ADV,Other,At this moment in time,72282
number,NOUN,Technical Term,Quantity,72282
ratio,NOUN,technical term,Mathematical comparison of two quantities,72282
room,NOUN,general concept,Enclosed space,72282
then,ADV,time,Indicates a sequence of events,72282
woman,NOUN,individual name,Female human being,72282
complete,VERB,technical term,Finished,30265
day,NOUN,,Time,30265
many,ADJ,,A large quantity,30265
project,NOUN,,Task,30265
quit,VERB,technical term,To cease,30265
same,ADJ,,Identical,30265
start,VERB,technical term,Begin,30265
together,ADV,,Simultaneously,30265
work,NOUN,technical term,Labor,30265
12 p.m,NOMINAL PHRASE,TIME,Time,95704
break,NOUN,EVENT,Pause in activity,95704
college,NOUN,ORGANIZATION NAME,Educational Institution,95704
duration,NOUN,TIME,Length of time,95704
find,VERB,,Discover or ascertain,95704
give,VERB,,Provide or bestow,95704
hold,VERB,,Retain or keep,95704
lecture,NOUN,EVENT,Classroom presentation,95704
p.m.,NOMINAL PHRASE,TIME,Time of day,95704
5 minute,NUM,TIME,Duration,95704
student,NOUN,individual name,A person enrolled in a college or university.,95704
timing,NOUN,technical term,"The schedule or timeframe for events, particularly in education.",95704
carve,VERB,technical term,Sculpture creation process,94652
complete,VERB,technical term,Finishing a sculpture,94652
cut,VERB,technical term,Sculpture refinement process,94652
final,ADJ,Technical term,Completed state of the sculpture,94652
original,ADJ,Technical Term,Initial form of the sculpture,94652
piece,NOUN,Technical Term,Fragment or section of the sculpture,94652
remainder,NOUN,technical term,Unsculpted portion of the marble,94652
sculptor,NOUN,individual name,Artist who creates sculptures,94652
away,ADV,Other,Describes the direction or state of removal.,94652
marble,NOUN,Technical Term,A type of stone used in sculpting and construction.,94652
statue,NOUN,technical term,Sculpture,94652
weigh,VERB,,To determine the mass of something using a balance.,94652
weight,NOUN,technical term,Force of gravity acting on an object's mass.,94652
cube,NOUN,technical term,math operation,93830
difference,NOUN,technical term,calculation involving subtraction,93830
great,ADJ,individual name,referring to size or extent,93830
integer,NOUN,technical term,whole number,93830
positive,ADJ,technical term,greater than zero,93830
sum,NOUN,technical term,calculation involving addition,93830
add,VERB,Action,To incorporate or increase a quantity,48338
make,VERB,Action,To create or produce something,48338
milliliter,NOUN,Technical Term,A unit of volume,48338
much,ADJ,Quantity,A large amount,48338
solution,NOUN,Technical Term,A homogeneous mixture of two or more substances,48338
sugar,NOUN,Technical Term,"A sweet, crystalline substance used as a food additive",48338
water,NOUN,Technical Term,"A transparent, odorless liquid essential for life",48338
coin,NOUN,technical term,Currency,86193
flip,"VERB, NOUN",technical term,To toss a coin,86193
land,VERB,technical term,The result of a coin flip,86193
probability,NOUN,technical term,Chance or likelihood,86193
tail,NOUN,technical term,Side of a coin that results in tails,86193
time,NOUN,technical term,Duration or unit of measurement,86193
last,ADJ,Technical Term,Referring to the final part or element in a sequence.,86193
carpet,NOUN,technical term,Floor covering material,78536
cost,VERB,technical term,Price of an item,78536
measure,VERB,technical term,To gauge the dimensions of something,78536
rectangular,ADJ,technical term,Having four right angles and opposite sides equal in length,78536
cover,VERB,technical term,To completely fill the surface of something ,78536
floor,NOUN,organization name,Surface area designed for walking or standing,78536
number,NOUN,technical term,Amount,78536
24,NUM,MONEY,Cost of the carpet squares per piece,78536
apiece,ADV,TECHNICAL TERM,Describes the cost per individual unit of something,78536
need,VERB,TECHNICAL TERM,Expresses a requirement for covering the floor with carpet squares,78536
square,NOUN,technical term,Unit of area,78536
total,ADJ,organization name,Summation of all values,78536
cyclic,ADJ,technical term,Refers to a repeating pattern or cycle,66930
pair,NOUN,technical term,A group of two,66930
sequence,NOUN,technical term,An ordered series of events or items,66930
hand,NOUN,technical term,Gestures of greeting or communication,66930
shake,VERB,technical term,Action of shaking hands,66930
people,NOUN,individual name,Collective term for human beings,66930
together,ADV,,In a collective manner,66930
many,ADJ,multiple possible,"quantity, abundance",66930
possible,ADJ,Technical Term,"likelihood, probability",66930
there,ADV,multiple possible,"presence, existence",66930
bag,NOUN,organization name,Container holding money,5418
be,VERB,technical term,State of existence,5418
coin,NOUN,technical term,Currency,5418
fill,VERB,technical term,Action of putting something inside a container until it is full,5418
many,ADJ,organization name,Large quantity,5418
nickel,NOUN,technical term,A particular type of coin,5418
nickle,NOUN,organization name,"Error: A spelling error, should be 'nickel'",5418
penny,NOUN,technical term,A particular type of coin,5418
ratio,NOUN,technical term,Relationship between quantities,5418
there,ADV,organization name,Location,5418
circular,ADJ,technical term,shape,16576
direction,NOUN,technical term,course,16576
hr,NOUN,technical term,unit of speed,16576
length,NOUN,technical term,distance,16576
meet,VERB,None,encounter,16576
move,VERB,None,change position,16576
opposite,ADJ,None,contrary,16576
person,NOUN,individual name,human being,16576
point,NOUN,None,location,16576
run,VERB,None,move fast,16576
same,ADJ,Technical Term,Point of Reference for Movement,16576
simultaneously,ADV,,Concurrent Action,16576
speed,NOUN,Technical Term,Rate of Motion,16576
start,VERB,,Initiation of Movement,16576
time,NOUN,Technical Term,Measure of Duration,16576
track,NOUN,Technical Term,Path of Movement,16576
combination,NOUN,technical term,A grouping of elements,73670
evaluate,VERB,technical term,To assess or determine the value of something,73670
bridge,NOUN,technical term,Architectural structure,59278
cross,VERB,,Traverse,59278
hr,NOUN,,Units of time,59278
length,NOUN,,Linear extent,59278
long,ADJ,,Extendable,59278
train,NOUN,technical term,Locomotive with carriages,59278
travel,VERB,,Move from one place to another,59278
minimum,ADJ,technical term,Lowest value,61759
people,NOUN,individual name,Refers to a human being,61759
possible,ADJ,technical term,Can occur or be achieved,61759
practice,NOUN,technical term,Act of repeated exercises,61759
range,NOUN,technical term,Spread or difference in values,61759
score,NOUN,technical term,result of a performance assessment,61759
take,VERB,,To complete or perform,61759
test,NOUN,technical term,A measure of performance or ability,61759
Price,NOUN,technical term,Finance,37815
Profit,NOUN,technical term,Finance,37815
cycle,NOUN,technical term,Bicycles,37815
$1800,NUM,MONEY,Cost of the cycle,37815
$220,NUM,MONEY,Desired profit,37815
Ron,PROPN,PERSON,Individual,37815
worth,ADJ,technical term,Value,37815
$1800,NUM,MONEY,Estimated value of the cycle,37815
sell,VERB,,,37815
want,VERB,,,37815
have,VERB,,,37815
increase,"VERB, NOUN",Technical Term,Change in quantity or magnitude over time,581
rate,NOUN,Technical Term,Measure of speed or frequency,581
population,NOUN,Technical Term,Total number of individuals in a given area or group,581
country,NOUN,Organization Name,Geographic region with defined borders and governance,581
certain,ADJ,Individual Name,Specific country,581
every 40 second,DET,TIME,Frequency of increase,581
person,NOUN,Individual Name,Member of population,581
many,ADJ,,,581
colony,NOUN,organization name,Group of people living together in a particular place,50449
educate,VERB,,To teach someone or to provide knowledge,50449
find,VERB,,To discover something or solve a problem,50449
man,NOUN,individual name,A male human being,50449
number,NOUN,technical term,A quantity or amount of something,50449
person,NOUN,individual name,Any human being,50449
ratio,NOUN,technical term,A comparison of two or more quantities,50449
resident,NOUN,individual name,Someone who lives in a particular place,50449
then,ADV,,At that time or subsequently,50449
uneducated,ADJ,,Lacking education or knowledge,50449
woman,NOUN,Individual Name,A female person within a social context.,50449
certain,ADJ,Technical Term,Describes a specific characteristic of visual range,88412
increase,VERB,Technical Term,Action related to modifying the visual range,88412
location,NOUN,Technical Term,Represents a specific point where the visual range is measured,88412
percent,NOUN,Technical Term,Unit of measurement for the increase in visual range,88412
range,NOUN,Technical Term,Measured extent of visual capabilities,88412
telescope,NOUN,Technical Term,Device used to enhance the visual range,88412
use,VERB,Technical Term,Action of employing the telescope to modify the visual range,88412
visual,ADJ,Technical Term,Pertaining to the sense of sight and its capabilities,88412
particular,ADJ,technical term,specifying a specific location or situation,88412
average,NOUN,technical term,A measure of central tendency.,76766
integer,NOUN,technical term,A whole number.,76766
value,NOUN,technical term,A quantity or quantity measure.,76766
great,ADJ,,,76766
least,ADJ,,,76766
none,NOUN,,,76766
other,ADJ,,,76766
possible,ADJ,,,76766
area,NOUN,technical term,A two-dimensional extent.,95459
circumference,NOUN,technical term,The distance around a circle.,95459
find,VERB,action,To determine or locate something.,95459
radius,NOUN,technical term,The distance from the center of a circle to its edge.,95459
concentration,NOUN,Technical Term,Percentage of a substance in a mixture,68778
contain,VERB,,To hold or comprise something,68778
decrease,VERB,,To reduce in amount or size,68778
kilogram,NOUN,Technical Term,Unit of mass,68778
new,ADJ,,Novel or recent,68778
orange,NOUN,Technical Term,Citrus fruit,68778
water,NOUN,Technical Term,Transparent liquid essential for life,68778
weight,NOUN,Technical Term,Measure of heaviness,68778
Dexter,PROPN,Individual Name,A person competing in a race.,78541
Prexter,PROPN,Individual Name,A person competing in a race against Dexter.,78541
community,NOUN,Organization Name,A group of people involved in a competition.,78541
compete,VERB,,To engage in a contest or rivalry.,78541
competition,NOUN,Organization Name,A formal contest between individuals or teams.,78541
cross,VERB,,To move past an opponent or reach a designated point in a race.,78541
end,NOUN,,The termination point of a race.,78541
friendly,ADJ,,Characterized by goodnatured rivalry and respect.,78541
handshake,"NOUN, VERB",,A gesture of greeting or agreement performed by shaking hands.,78541
happen,VERB,,To occur or take place.,78541
length,NOUN,technical term,Measurement of size or extent,78541
m. Dexter,NOUN,individual name,A person competing in a race,78541
many,ADJ,,A large quantity or number,78541
meet,VERB,,To come together at a shared location,78541
min,NOUN,technical term,A unit of time,78541
other,ADJ,,Different from the one being considered,78541
pool,NOUN,,An enclosed body of water for swimming or recreation,78541
race,NOUN,,A competition where participants travel a certain distance as fast as possible,78541
